tmsp,country,amount,success,PSP,3D_secured,card
2024-04-09 01:57:28,France,245.68,0,PSP5,1,Platinum
2024-04-09 01:57:47,France,245.68,0,PSP5,1,Platinum
2024-04-09 01:57:49,France,245.68,0,PSP5,1,Platinum
2024-04-09 01:57:59,France,245.68,0,PSP5,1,Platinum
2024-04-09 02:02:03,Germany,47.29,0,PSP3,0,Platinum
2024-04-09 02:06:51,France,195.29,1,PSP4,0,Platinum
2024-04-09 02:19:33,Austria,296.53,1,PSP4,1,Gold
2024-04-09 02:21:13,Spain,325.07,0,PSP4,1,Master
2024-04-09 02:42:00,Austria,125.13,1,PSP3,1,Visa
2024-04-09 02:51:01,Germany,207.09,0,PSP2,1,Platinum
2024-04-09 02:53:49,Austria,156.2,1,PSP2,0,Gold
2024-04-09 03:07:43,Austria,353.58,0,PSP3,1,Visa
2024-04-09 03:50:32,Austria,404.49,0,PSP3,0,Gold
2024-04-09 03:54:22,France,12.74,0,PSP3,0,Platinum
2024-04-09 03:54:25,France,12.74,0,PSP3,0,Platinum
2024-04-09 03:54:50,France,12.74,0,PSP3,0,Platinum
2024-04-09 03:55:04,France,12.74,0,PSP3,0,Platinum
2024-04-09 04:11:38,France,340.29,0,PSP5,1,Platinum
2024-04-09 04:31:43,France,455.09,1,PSP2,0,Visa
2024-04-09 04:32:09,France,377.72,1,PSP4,1,Gold
2024-04-09 05:14:22,Spain,157.8,0,PSP1,0,Gold
2024-04-09 05:17:42,Germany,79.18,0,PSP5,0,Platinum
2024-04-09 05:22:17,France,472.06,1,PSP5,0,Gold
2024-04-09 05:38:40,France,431.6,1,PSP1,1,Visa
2024-04-09 05:41:17,Spain,385.91,1,PSP5,1,Platinum
2024-04-09 05:43:46,Spain,77.84,0,PSP2,1,Platinum
2024-04-09 05:44:51,Austria,245.65,1,PSP5,1,Gold
2024-04-09 06:05:18,France,182.15,1,PSP3,1,Platinum
2024-04-09 06:18:05,Austria,229.98,1,PSP5,1,Visa
2024-04-09 06:20:20,Spain,207.39,1,PSP1,1,Visa
2024-04-09 06:32:32,Germany,479.5,1,PSP5,1,Visa
2024-04-09 07:03:03,Spain,326.61,0,PSP4,1,Gold
2024-04-09 07:06:12,Germany,289.27,0,PSP1,0,Visa
2024-04-09 07:06:23,Germany,289.27,0,PSP1,0,Visa
2024-04-09 07:11:27,Spain,30.54,1,PSP2,1,Master
2024-04-09 07:12:30,Austria,305.47,0,PSP5,1,Master
2024-04-09 07:21:57,Germany,429.96,1,PSP5,1,Master
2024-04-09 07:26:31,Spain,16.01,1,PSP5,1,Master
2024-04-09 07:46:27,Spain,407.14,1,PSP3,0,Gold
2024-04-09 07:48:45,France,49.66,0,PSP2,1,Platinum
2024-04-09 07:57:51,Germany,472.02,1,PSP2,1,Gold
2024-04-09 08:09:34,Austria,200.34,0,PSP2,0,Visa
2024-04-09 08:26:23,Austria,499.22,0,PSP1,0,Master
2024-04-09 09:03:43,Germany,425.36,0,PSP5,1,Platinum
2024-04-09 09:03:46,Germany,425.36,0,PSP5,1,Platinum
2024-04-09 09:04:13,Germany,425.36,0,PSP5,1,Platinum
2024-04-09 09:19:16,Germany,184.18,1,PSP5,0,Master
2024-04-09 09:20:11,Austria,146.96,1,PSP4,0,Gold
2024-04-09 09:27:18,Germany,96.18,1,PSP2,1,Gold
2024-04-09 09:36:52,Austria,390.67,1,PSP1,0,Visa
2024-04-09 09:37:27,Spain,465.66,0,PSP2,1,Master
2024-04-09 09:53:18,Germany,417.65,0,PSP5,1,Visa
2024-04-09 10:48:07,Spain,424.63,1,PSP3,0,Master
2024-04-09 11:05:31,Austria,405.32,1,PSP5,1,Master
2024-04-09 11:20:25,Germany,350.69,0,PSP5,1,Platinum
2024-04-09 11:20:35,Germany,350.69,0,PSP5,1,Platinum
2024-04-09 11:27:01,Germany,301.45,0,PSP2,1,Visa
2024-04-09 11:29:43,Spain,52.6,1,PSP4,1,Platinum
2024-04-09 11:38:42,Germany,269.85,0,PSP3,1,Platinum
2024-04-09 11:46:10,Germany,276.75,0,PSP5,1,Gold
2024-04-09 12:14:27,Austria,37.41,0,PSP2,1,Gold
2024-04-09 12:27:22,Austria,158.1,1,PSP3,0,Master
2024-04-09 12:41:12,Germany,371.6,1,PSP1,1,Gold
2024-04-09 12:52:28,France,311.97,0,PSP3,0,Visa
2024-04-09 12:59:01,Spain,188.84,0,PSP1,0,Platinum
2024-04-09 13:07:55,France,205.72,0,PSP2,1,Visa
2024-04-09 13:27:02,Germany,174.08,1,PSP3,0,Gold
2024-04-09 13:37:02,Germany,15.32,1,PSP2,1,Visa
2024-04-09 13:39:46,France,170.28,1,PSP1,0,Visa
2024-04-09 13:42:44,Germany,214.58,0,PSP5,1,Master
2024-04-09 13:48:11,Germany,231.63,1,PSP5,0,Master
2024-04-09 14:05:29,Germany,307.82,1,PSP1,0,Master
2024-04-09 14:33:10,Germany,471.11,0,PSP2,1,Gold
2024-04-09 14:40:00,France,295.71,0,PSP1,0,Gold
2024-04-09 14:42:52,Germany,418.75,1,PSP5,1,Visa
2024-04-09 14:43:50,Spain,344.92,0,PSP3,1,Platinum
2024-04-09 14:44:25,Austria,355.05,1,PSP2,1,Platinum
2024-04-09 14:58:59,Germany,41.57,1,PSP1,0,Master
2024-04-09 15:15:36,Spain,144.84,1,PSP4,1,Master
2024-04-09 15:16:44,France,193.12,0,PSP3,0,Platinum
2024-04-09 15:19:02,Austria,403.34,0,PSP1,1,Visa
2024-04-09 15:23:54,Spain,417.95,0,PSP5,0,Platinum
2024-04-09 15:37:41,France,146.25,0,PSP1,0,Platinum
2024-04-09 15:37:52,France,146.25,0,PSP1,0,Platinum
2024-04-09 15:38:20,France,146.25,0,PSP1,0,Platinum
2024-04-09 15:38:40,France,146.25,0,PSP1,0,Platinum
2024-04-09 15:43:42,Germany,292.21,0,PSP4,0,Platinum
2024-04-09 15:44:26,Germany,292.21,0,PSP4,0,Platinum
2024-04-09 15:46:08,Germany,56.96,1,PSP2,0,Master
2024-04-09 15:53:40,France,455.0,1,PSP4,0,Master
2024-04-09 15:54:23,Spain,315.81,1,PSP1,1,Visa
2024-04-09 16:06:14,Spain,288.78,1,PSP4,0,Master
2024-04-09 16:21:18,Austria,147.26,1,PSP1,0,Master
2024-04-09 17:25:47,France,475.23,0,PSP1,1,Visa
2024-04-09 18:01:59,Germany,46.3,1,PSP3,1,Gold
2024-04-09 18:10:56,Spain,498.06,0,PSP4,1,Platinum
2024-04-09 18:10:56,Spain,498.06,0,PSP4,1,Platinum
2024-04-09 18:11:46,Spain,498.06,0,PSP4,1,Platinum
2024-04-09 18:13:53,Spain,36.76,0,PSP1,1,Gold
2024-04-09 18:17:01,Germany,69.31,0,PSP2,1,Visa
2024-04-09 18:34:43,Germany,343.85,1,PSP2,1,Visa
2024-04-09 18:37:17,France,391.68,1,PSP3,0,Platinum
2024-04-09 18:55:43,France,78.61,0,PSP4,0,Gold
2024-04-09 18:59:36,Germany,211.16,1,PSP3,0,Master
2024-04-09 19:04:33,Austria,475.6,0,PSP5,1,Platinum
2024-04-09 19:17:02,Germany,455.07,1,PSP3,0,Master
2024-04-09 19:20:04,France,283.83,1,PSP5,1,Master
2024-04-09 19:36:04,France,447.19,0,PSP5,1,Visa
2024-04-09 19:36:32,France,447.19,0,PSP5,1,Visa
2024-04-09 19:45:42,France,250.96,1,PSP1,0,Gold
2024-04-09 19:49:32,Spain,366.12,1,PSP3,1,Visa
2024-04-09 19:57:57,Austria,11.87,0,PSP5,0,Gold
2024-04-09 19:59:56,Austria,63.88,0,PSP3,1,Visa
2024-04-09 20:00:40,France,235.96,0,PSP3,0,Gold
2024-04-09 20:02:18,Austria,482.94,1,PSP1,0,Platinum
2024-04-09 20:45:20,France,205.4,1,PSP5,0,Platinum
2024-04-09 21:14:18,Austria,332.68,1,PSP3,0,Master
2024-04-09 21:20:34,France,242.1,0,PSP4,0,Master
2024-04-09 21:20:34,France,242.1,0,PSP4,0,Master
2024-04-09 21:20:44,France,242.1,0,PSP4,0,Master
2024-04-09 21:21:09,France,242.1,0,PSP4,0,Master
2024-04-09 21:24:25,Germany,144.28,0,PSP1,0,Gold
2024-04-09 21:31:54,France,402.75,1,PSP2,0,Platinum
2024-04-09 21:32:49,France,109.98,1,PSP5,0,Platinum
2024-04-09 21:39:48,Austria,458.6,0,PSP1,1,Visa
2024-04-09 21:41:17,France,190.94,0,PSP1,1,Visa
2024-04-09 21:41:29,France,190.94,0,PSP1,1,Visa
2024-04-09 21:41:30,France,190.94,0,PSP1,1,Visa
2024-04-09 21:41:39,France,190.94,0,PSP1,1,Visa
2024-04-09 21:52:50,France,122.64,0,PSP5,0,Visa
2024-04-09 21:56:08,France,272.29,1,PSP3,1,Master
2024-04-09 22:19:40,France,487.67,1,PSP5,1,Master
2024-04-09 22:20:07,Austria,441.67,0,PSP3,0,Platinum
2024-04-09 22:20:59,Spain,91.5,1,PSP5,1,Visa
2024-04-09 22:22:31,France,323.73,0,PSP5,0,Visa
2024-04-09 22:39:02,Austria,304.52,0,PSP1,1,Master
2024-04-09 22:39:49,Austria,304.52,0,PSP1,1,Master
2024-04-09 22:44:14,France,450.36,0,PSP4,0,Master
2024-04-09 22:44:33,France,450.36,0,PSP4,0,Master
2024-04-09 22:44:37,France,450.36,0,PSP4,0,Master
2024-04-09 22:45:01,France,450.36,0,PSP4,0,Master
2024-04-09 22:52:53,Germany,163.9,1,PSP2,1,Platinum
2024-04-09 22:54:00,France,478.86,1,PSP4,0,Platinum
2024-04-09 22:55:24,Spain,5.99,0,PSP4,1,Visa
2024-04-09 23:06:15,Spain,103.29,0,PSP4,0,Gold
2024-04-09 23:21:40,Germany,349.64,1,PSP1,1,Platinum
2024-04-09 23:22:08,Germany,390.96,0,PSP2,0,Platinum
2024-04-09 23:52:03,France,343.03,1,PSP3,1,Platinum
2024-04-09 23:52:29,Germany,245.42,0,PSP5,0,Visa
2024-04-10 00:25:36,Spain,60.21,0,PSP4,1,Master
2024-04-10 00:30:24,Spain,252.17,1,PSP2,1,Master
2024-04-10 00:55:38,France,172.75,0,PSP4,1,Platinum
2024-04-10 01:13:14,Spain,113.04,1,PSP4,0,Gold
2024-04-10 01:16:54,France,471.18,1,PSP3,1,Master
2024-04-10 01:21:11,Germany,110.83,1,PSP4,0,Gold
2024-04-10 01:21:42,Austria,249.5,1,PSP1,0,Master
2024-04-10 01:22:39,Austria,140.71,0,PSP2,0,Master
2024-04-10 01:30:55,Germany,83.22,0,PSP1,1,Master
2024-04-10 01:36:13,Germany,459.75,0,PSP3,1,Gold
2024-04-10 01:36:32,Germany,459.75,0,PSP3,1,Gold
2024-04-10 01:37:21,France,57.71,1,PSP1,0,Visa
2024-04-10 01:40:06,Germany,428.92,1,PSP4,0,Gold
2024-04-10 01:55:16,Germany,190.36,0,PSP1,1,Gold
2024-04-10 01:56:13,Spain,170.29,0,PSP3,0,Platinum
2024-04-10 02:00:53,Austria,16.78,1,PSP1,0,Visa
2024-04-10 02:01:00,Austria,357.92,0,PSP5,1,Gold
2024-04-10 02:01:15,Austria,357.92,0,PSP5,1,Gold
2024-04-10 02:01:34,France,343.54,0,PSP1,1,Master
2024-04-10 02:01:42,Austria,357.92,0,PSP5,1,Gold
2024-04-10 02:01:57,Austria,357.92,0,PSP5,1,Gold
2024-04-10 02:02:17,Spain,38.97,0,PSP1,1,Gold
2024-04-10 02:02:20,Germany,58.17,0,PSP1,1,Platinum
2024-04-10 02:05:42,Austria,447.89,1,PSP4,1,Gold
2024-04-10 02:06:01,Germany,261.34,0,PSP2,1,Gold
2024-04-10 02:26:13,France,278.01,1,PSP1,1,Platinum
2024-04-10 02:28:58,Germany,49.98,0,PSP1,1,Platinum
2024-04-10 02:32:25,Spain,28.42,0,PSP1,1,Master
2024-04-10 02:35:37,Spain,266.75,1,PSP1,0,Master
2024-04-10 02:37:07,Spain,299.61,1,PSP2,0,Platinum
2024-04-10 02:43:34,Austria,129.95,1,PSP3,1,Platinum
2024-04-10 02:48:35,Austria,404.09,0,PSP2,0,Master
2024-04-10 02:49:14,Austria,36.05,1,PSP1,1,Platinum
2024-04-10 02:57:19,France,334.49,0,PSP4,1,Gold
2024-04-10 03:03:03,France,111.7,0,PSP4,1,Visa
2024-04-10 03:07:07,Austria,378.64,1,PSP5,0,Gold
2024-04-10 03:21:34,France,309.04,1,PSP5,1,Visa
2024-04-10 03:35:46,Austria,497.76,1,PSP2,0,Master
2024-04-10 04:12:29,Austria,413.3,0,PSP1,0,Platinum
2024-04-10 04:23:46,France,401.78,1,PSP1,1,Gold
2024-04-10 04:27:29,France,18.86,0,PSP2,0,Gold
2024-04-10 04:27:30,France,18.86,0,PSP2,0,Gold
2024-04-10 04:28:06,France,18.86,0,PSP2,0,Gold
2024-04-10 04:28:18,France,18.86,0,PSP2,0,Gold
2024-04-10 04:30:39,Germany,16.81,1,PSP2,0,Master
2024-04-10 04:47:31,France,310.12,0,PSP5,0,Visa
2024-04-10 04:47:33,France,339.99,1,PSP4,0,Visa
2024-04-10 04:53:28,Spain,399.39,1,PSP4,0,Visa
2024-04-10 04:56:56,Germany,326.2,1,PSP1,0,Gold
2024-04-10 05:03:28,Germany,135.49,1,PSP4,0,Visa
2024-04-10 05:06:07,Austria,177.34,1,PSP2,0,Gold
2024-04-10 05:16:20,Austria,332.63,1,PSP3,0,Platinum
2024-04-10 05:22:07,France,153.65,1,PSP1,0,Platinum
2024-04-10 05:36:18,Spain,328.37,0,PSP5,1,Platinum
2024-04-10 06:15:31,Germany,14.0,1,PSP1,1,Gold
2024-04-10 06:42:59,Spain,104.65,1,PSP4,1,Platinum
2024-04-10 06:57:40,Austria,419.4,0,PSP1,1,Visa
2024-04-10 07:07:41,France,50.52,0,PSP5,1,Gold
2024-04-10 07:07:49,France,50.52,0,PSP5,1,Gold
2024-04-10 07:07:54,France,50.52,0,PSP5,1,Gold
2024-04-10 07:08:21,France,50.52,0,PSP5,1,Gold
2024-04-10 07:10:46,France,406.29,1,PSP2,1,Platinum
2024-04-10 07:23:32,Germany,56.41,0,PSP3,0,Visa
2024-04-10 07:26:47,Spain,52.52,1,PSP4,1,Visa
2024-04-10 07:30:35,Austria,442.05,1,PSP2,1,Gold
2024-04-10 07:34:35,Austria,279.48,0,PSP2,0,Master
2024-04-10 07:35:02,Spain,410.57,0,PSP2,0,Platinum
2024-04-10 07:35:29,Spain,246.72,1,PSP5,1,Visa
2024-04-10 07:35:30,Spain,410.57,0,PSP2,0,Platinum
2024-04-10 07:35:48,Spain,410.57,0,PSP2,0,Platinum
2024-04-10 07:58:48,France,281.68,0,PSP5,0,Platinum
2024-04-10 07:59:26,Austria,18.82,0,PSP1,0,Visa
2024-04-10 07:59:47,Austria,18.82,0,PSP1,0,Visa
2024-04-10 08:05:14,France,19.33,1,PSP1,1,Platinum
2024-04-10 08:10:10,Germany,227.16,1,PSP1,1,Visa
2024-04-10 08:16:14,France,165.72,0,PSP5,1,Gold
2024-04-10 08:16:55,Austria,200.25,0,PSP5,0,Gold
2024-04-10 08:17:18,Austria,200.25,0,PSP5,0,Gold
2024-04-10 08:17:53,Austria,200.25,0,PSP5,0,Gold
2024-04-10 08:45:01,Spain,124.34,0,PSP3,1,Platinum
2024-04-10 08:53:00,France,369.3,1,PSP2,0,Master
2024-04-10 09:10:01,Germany,240.92,1,PSP4,0,Gold
2024-04-10 09:12:50,Germany,421.27,0,PSP2,1,Platinum
2024-04-10 09:13:10,Germany,421.27,0,PSP2,1,Platinum
2024-04-10 09:13:31,Germany,421.27,0,PSP2,1,Platinum
2024-04-10 09:13:48,Germany,421.27,0,PSP2,1,Platinum
2024-04-10 09:39:37,Austria,115.07,0,PSP1,1,Gold
2024-04-10 09:39:44,Austria,115.07,0,PSP1,1,Gold
2024-04-10 09:39:53,Austria,115.07,0,PSP1,1,Gold
2024-04-10 09:40:01,Austria,115.07,0,PSP1,1,Gold
2024-04-10 09:41:04,France,174.36,1,PSP3,0,Master
2024-04-10 10:00:08,Germany,187.62,0,PSP2,1,Master
2024-04-10 10:00:21,Austria,377.32,0,PSP4,1,Platinum
2024-04-10 10:04:13,Germany,221.77,1,PSP4,1,Gold
2024-04-10 10:11:52,France,296.17,0,PSP4,1,Master
2024-04-10 10:12:04,France,296.17,0,PSP4,1,Master
2024-04-10 10:12:27,France,296.17,0,PSP4,1,Master
2024-04-10 10:21:39,Austria,82.4,0,PSP5,1,Gold
2024-04-10 10:27:09,France,365.14,1,PSP5,0,Platinum
2024-04-10 10:32:51,Germany,460.02,0,PSP2,1,Visa
2024-04-10 10:32:57,Germany,460.02,0,PSP2,1,Visa
2024-04-10 10:32:58,Germany,460.02,0,PSP2,1,Visa
2024-04-10 10:32:58,Germany,460.02,0,PSP2,1,Visa
2024-04-10 10:39:32,Austria,326.31,1,PSP4,1,Master
2024-04-10 10:44:14,Germany,104.75,1,PSP2,1,Master
2024-04-10 10:50:14,Austria,313.12,0,PSP1,0,Visa
2024-04-10 10:51:10,Austria,313.12,0,PSP1,0,Visa
2024-04-10 10:59:36,Germany,449.91,1,PSP5,1,Gold
2024-04-10 11:02:44,Spain,182.47,1,PSP4,0,Platinum
2024-04-10 11:02:56,France,51.43,0,PSP3,1,Gold
2024-04-10 11:03:39,Germany,320.86,0,PSP4,0,Platinum
2024-04-10 11:25:35,Spain,34.7,0,PSP4,1,Master
2024-04-10 11:26:22,Germany,426.28,0,PSP2,0,Master
2024-04-10 11:26:39,Austria,61.23,0,PSP5,1,Platinum
2024-04-10 11:31:31,France,88.04,1,PSP5,0,Platinum
2024-04-10 11:44:09,France,477.04,0,PSP1,1,Master
2024-04-10 11:52:06,Spain,449.4,0,PSP5,0,Master
2024-04-10 11:52:35,Spain,449.4,0,PSP5,0,Master
2024-04-10 11:52:44,Germany,9.47,0,PSP4,1,Visa
2024-04-10 12:05:09,Austria,390.23,1,PSP3,0,Visa
2024-04-10 12:18:08,Spain,174.44,1,PSP5,1,Gold
2024-04-10 12:19:55,Austria,339.98,1,PSP2,1,Master
2024-04-10 12:23:39,Germany,148.84,1,PSP4,0,Gold
2024-04-10 12:25:43,Austria,170.89,1,PSP3,1,Master
2024-04-10 12:32:11,Germany,105.97,1,PSP3,0,Master
2024-04-10 12:39:14,Austria,155.93,0,PSP5,1,Visa
2024-04-10 12:52:38,Spain,420.58,1,PSP2,1,Master
2024-04-10 13:06:31,Spain,387.58,1,PSP1,0,Platinum
2024-04-10 13:34:44,Germany,252.67,0,PSP2,0,Platinum
2024-04-10 13:46:41,Austria,350.91,1,PSP2,1,Visa
2024-04-10 13:47:07,Austria,394.16,1,PSP2,0,Platinum
2024-04-10 14:01:28,France,472.47,1,PSP4,1,Master
2024-04-10 14:03:00,Spain,436.79,1,PSP4,1,Visa
2024-04-10 14:24:57,Austria,375.04,1,PSP5,1,Visa
2024-04-10 14:37:21,Germany,67.07,1,PSP4,0,Gold
2024-04-10 14:37:39,Germany,160.57,0,PSP3,1,Master
2024-04-10 14:43:44,Austria,347.69,0,PSP5,1,Visa
2024-04-10 14:48:46,Spain,210.39,0,PSP1,1,Gold
2024-04-10 14:48:46,Spain,210.39,0,PSP1,1,Gold
2024-04-10 14:49:36,Spain,210.39,0,PSP1,1,Gold
2024-04-10 14:57:28,Austria,23.44,1,PSP5,1,Visa
2024-04-10 15:11:15,Germany,229.58,1,PSP5,0,Master
2024-04-10 15:12:01,Germany,40.36,0,PSP1,1,Platinum
2024-04-10 15:36:39,Spain,134.78,1,PSP2,1,Platinum
2024-04-10 15:36:54,Spain,266.16,0,PSP2,1,Gold
2024-04-10 15:37:05,Spain,266.16,0,PSP2,1,Gold
2024-04-10 15:37:11,Spain,266.16,0,PSP2,1,Gold
2024-04-10 15:37:52,Spain,266.16,0,PSP2,1,Gold
2024-04-10 15:38:57,Spain,498.71,1,PSP1,0,Platinum
2024-04-10 15:40:09,Austria,145.3,1,PSP2,1,Master
2024-04-10 15:43:29,France,245.3,0,PSP1,0,Gold
2024-04-10 15:48:42,France,142.17,1,PSP3,0,Visa
2024-04-10 15:52:52,France,391.6,1,PSP2,1,Master
2024-04-10 15:55:27,Germany,303.04,1,PSP2,1,Master
2024-04-10 16:26:46,Germany,70.76,1,PSP5,0,Platinum
2024-04-10 16:34:10,France,230.78,0,PSP2,1,Gold
2024-04-10 16:35:08,France,230.78,0,PSP2,1,Gold
2024-04-10 16:38:53,France,211.0,1,PSP4,1,Visa
2024-04-10 16:41:20,France,322.53,1,PSP4,1,Gold
2024-04-10 16:46:58,Austria,6.37,1,PSP2,0,Visa
2024-04-10 17:07:10,Austria,265.65,1,PSP4,0,Visa
2024-04-10 17:15:15,Austria,388.76,1,PSP2,0,Platinum
2024-04-10 17:16:52,Germany,226.27,0,PSP4,1,Platinum
2024-04-10 17:42:40,France,106.19,0,PSP3,0,Visa
2024-04-10 17:43:06,France,106.19,0,PSP3,0,Visa
2024-04-10 17:55:22,Spain,55.23,1,PSP4,1,Visa
2024-04-10 17:57:27,Austria,226.16,1,PSP1,0,Visa
2024-04-10 18:09:21,Germany,354.51,1,PSP3,1,Platinum
2024-04-10 18:17:59,Austria,313.59,0,PSP3,0,Gold
2024-04-10 18:18:38,Austria,313.59,0,PSP3,0,Gold
2024-04-10 18:18:59,Austria,313.59,0,PSP3,0,Gold
2024-04-10 18:22:30,Austria,420.33,1,PSP4,0,Master
2024-04-10 18:25:50,Austria,192.79,0,PSP1,0,Visa
2024-04-10 18:29:57,Austria,216.73,1,PSP5,0,Gold
2024-04-10 18:39:02,Austria,194.67,1,PSP2,0,Platinum
2024-04-10 18:53:53,Germany,307.32,1,PSP1,0,Visa
2024-04-10 18:55:32,Spain,265.59,0,PSP2,1,Gold
2024-04-10 18:57:39,France,85.11,1,PSP5,1,Platinum
2024-04-10 19:02:09,Germany,497.46,0,PSP1,0,Visa
2024-04-10 19:02:40,Spain,415.37,0,PSP1,0,Platinum
2024-04-10 19:17:51,Germany,433.35,0,PSP4,0,Gold
2024-04-10 19:29:59,France,380.18,1,PSP5,1,Gold
2024-04-10 19:31:38,Spain,58.89,0,PSP4,0,Master
2024-04-10 19:34:00,Spain,170.42,1,PSP3,0,Platinum
2024-04-10 19:39:35,Spain,74.17,1,PSP3,1,Master
2024-04-10 19:42:53,Spain,20.03,0,PSP2,0,Gold
2024-04-10 19:43:43,Spain,20.03,0,PSP2,0,Gold
2024-04-10 19:46:22,France,481.34,1,PSP5,0,Master
2024-04-10 19:48:19,Germany,241.18,0,PSP2,1,Master
2024-04-10 19:48:38,France,349.87,1,PSP3,1,Gold
2024-04-10 19:53:11,Germany,300.44,1,PSP5,0,Visa
2024-04-10 20:08:11,France,21.46,1,PSP5,0,Gold
2024-04-10 20:09:59,Austria,288.92,0,PSP2,0,Platinum
2024-04-10 20:13:37,France,469.01,1,PSP5,0,Platinum
2024-04-10 20:18:14,France,64.01,0,PSP4,0,Platinum
2024-04-10 20:32:33,Germany,326.67,1,PSP3,0,Platinum
2024-04-10 20:53:05,Germany,297.43,0,PSP4,0,Gold
2024-04-10 20:56:41,France,406.49,1,PSP4,0,Gold
2024-04-10 21:10:50,France,137.99,1,PSP4,1,Gold
2024-04-10 21:13:31,France,97.2,0,PSP3,0,Gold
2024-04-10 21:14:03,France,97.2,0,PSP3,0,Gold
2024-04-10 21:14:17,France,97.2,0,PSP3,0,Gold
2024-04-10 21:36:26,Austria,301.56,0,PSP5,0,Gold
2024-04-10 21:40:14,Austria,55.17,0,PSP4,0,Master
2024-04-10 21:40:53,Germany,263.04,0,PSP4,0,Gold
2024-04-10 21:41:00,Austria,55.17,0,PSP4,0,Master
2024-04-10 21:41:05,Austria,55.17,0,PSP4,0,Master
2024-04-10 21:44:34,Austria,387.4,0,PSP4,1,Gold
2024-04-10 22:07:31,France,414.15,0,PSP5,0,Visa
2024-04-10 22:10:36,Spain,76.31,1,PSP5,0,Master
2024-04-10 22:13:03,Austria,471.92,0,PSP4,0,Gold
2024-04-10 22:13:56,Austria,471.92,0,PSP4,0,Gold
2024-04-10 22:28:09,Germany,79.26,0,PSP5,0,Gold
2024-04-10 22:29:40,Germany,494.13,1,PSP5,1,Visa
2024-04-10 22:34:20,Spain,456.39,1,PSP3,1,Master
2024-04-10 22:38:04,Austria,328.02,1,PSP2,0,Visa
2024-04-10 22:39:56,Austria,210.22,0,PSP2,0,Platinum
2024-04-10 23:01:15,Austria,258.95,0,PSP5,0,Gold
2024-04-10 23:04:04,Spain,56.97,1,PSP5,0,Visa
2024-04-10 23:14:43,Spain,95.19,1,PSP5,1,Gold
2024-04-10 23:15:53,Germany,360.01,1,PSP2,1,Platinum
2024-04-10 23:20:33,Austria,36.37,1,PSP2,0,Platinum
2024-04-11 00:05:15,Spain,312.3,1,PSP5,1,Gold
2024-04-11 00:14:56,France,45.3,0,PSP4,0,Visa
2024-04-11 00:15:14,Spain,168.57,1,PSP2,1,Gold
2024-04-11 00:15:48,France,45.3,0,PSP4,0,Visa
2024-04-11 00:43:08,Spain,480.04,0,PSP2,0,Master
2024-04-11 00:50:55,Germany,173.54,0,PSP3,0,Master
2024-04-11 01:12:46,Germany,108.12,0,PSP2,1,Gold
2024-04-11 01:13:16,Austria,213.34,0,PSP3,1,Gold
2024-04-11 01:13:35,Austria,213.34,0,PSP3,1,Gold
2024-04-11 01:13:35,Austria,213.34,0,PSP3,1,Gold
2024-04-11 01:14:10,Austria,213.34,0,PSP3,1,Gold
2024-04-11 01:26:44,Spain,274.64,1,PSP3,1,Master
2024-04-11 01:29:49,Germany,12.34,1,PSP5,1,Visa
2024-04-11 01:31:14,Austria,100.97,1,PSP4,1,Visa
2024-04-11 01:42:59,Spain,89.25,1,PSP3,1,Visa
2024-04-11 01:47:58,Spain,309.08,0,PSP4,0,Gold
2024-04-11 01:48:56,France,494.75,1,PSP4,0,Platinum
2024-04-11 01:53:52,Austria,372.42,1,PSP4,1,Visa
2024-04-11 02:10:01,Germany,257.81,0,PSP2,1,Platinum
2024-04-11 02:10:47,Germany,257.81,0,PSP2,1,Platinum
2024-04-11 02:10:55,Germany,257.81,0,PSP2,1,Platinum
2024-04-11 02:26:08,Germany,184.0,0,PSP4,1,Visa
2024-04-11 02:32:26,Germany,472.76,0,PSP4,0,Platinum
2024-04-11 02:33:05,Germany,472.76,0,PSP4,0,Platinum
2024-04-11 02:33:12,Germany,472.76,0,PSP4,0,Platinum
2024-04-11 02:33:23,Germany,472.76,0,PSP4,0,Platinum
2024-04-11 02:37:42,Germany,497.29,1,PSP5,0,Master
2024-04-11 02:55:01,Austria,81.19,1,PSP1,0,Visa
2024-04-11 03:04:49,Germany,468.15,1,PSP1,0,Platinum
2024-04-11 03:09:45,France,86.59,1,PSP4,1,Platinum
2024-04-11 03:11:15,France,119.26,1,PSP2,0,Gold
2024-04-11 03:27:43,Spain,88.31,1,PSP2,0,Gold
2024-04-11 03:43:53,France,129.72,1,PSP5,0,Visa
2024-04-11 03:45:28,Austria,85.74,1,PSP1,0,Master
2024-04-11 03:53:10,Spain,131.68,0,PSP3,1,Platinum
2024-04-11 03:54:54,Spain,122.76,1,PSP5,0,Master
2024-04-11 04:04:59,Spain,313.95,1,PSP3,1,Visa
2024-04-11 04:12:00,Austria,327.7,0,PSP2,1,Gold
2024-04-11 04:38:20,France,192.26,1,PSP3,0,Platinum
2024-04-11 04:39:00,Germany,337.66,1,PSP3,1,Visa
2024-04-11 04:45:48,Austria,290.9,1,PSP2,0,Master
2024-04-11 04:46:13,France,25.48,1,PSP5,1,Platinum
2024-04-11 04:54:44,France,427.82,1,PSP4,0,Master
2024-04-11 04:57:17,Austria,268.25,1,PSP5,0,Gold
2024-04-11 04:58:50,Spain,459.46,1,PSP4,0,Visa
2024-04-11 04:59:35,Spain,484.76,0,PSP1,1,Platinum
